Cibotium schiedei
Croton gomezii
Croton grewiifolius
Croton guerreroanus
Croton gynopetalus
Croton huajuapanensis
Croton hypoleucus
Croton icche
Croton itzaeus
Croton jucundus
Croton liebmannii
Croton lindquistii
Croton macrodontus
Croton magdalenae
Croton martinianus
Croton masonii
Croton mayanus
Croton mazapensis
Croton mcvaughii
Croton meissneri
Croton michaelii
Croton millspaughii
Croton miradorensis
Croton palmeri
Croton pascualii
Croton pendens
Croton peraeruginosus
Croton pulcher
Croton ramillatus
Croton rosarianus
Croton roxanae
Croton sancti-lazari
Croton sousae
Croton stenopetalus
Croton stipulaceus
Croton suberosus
Croton sutup
Croton tremulifolius
Croton varelae
Croton watsonii
Croton websteri
Croton yecorensis
Croton ynesae
Chiropetalum astroplethos
Chiropetalum schiedeanum
Dalechampia magnistipulata
Dalembertia populifolia
Ditaxis arlynniana
Ditaxis depressa
Ditaxis heterantha
Ditaxis manzanilloana
Ditaxis micrandra
Ditaxis pringlei
Enriquebeltrania crenatifolia
Enriquebeltrania disjuncta
Euphorbia adenoptera
Euphorbia alatocaulis
Euphorbia anthonyi
Euphorbia apatzingana
Euphorbia apicata
Euphorbia arteagae
Euphorbia barnesii
Euphorbia barrancana
Euphorbia bartolomaei
Euphorbia beamanii
Euphorbia bracteata
Euphorbia brandegeei
Euphorbia breedlovei
Euphorbia calcarata
Euphorbia calcicola
Euphorbia calderoniae
Euphorbia californica
Euphorbia calyculata
Euphorbia caperata
Euphorbia ceroderma
Euphorbia cerralvensis
Euphorbia coalcomanensis
Euphorbia colorata
Euphorbia colligata
Euphorbia conzattii
Euphorbia cornastra
Euphorbia correllii
Euphorbia creberrima
Euphorbia crepuscula
Euphorbia cressoides
Euphorbia cymbifera
Euphorbia cymosa
Euphorbia cyri
Euphorbia chamberlinii
Euphorbia chersonesa
Euphorbia chiribensis
Euphorbia dentosa
Euphorbia derickii
Euphorbia diazlunana
Euphorbia dioscoreoides
Euphorbia dressleri
Euphorbia eglandulosa
Euphorbia esuliformis
Euphorbia feddemae
Euphorbia finkii
Euphorbia floribunda
Euphorbia fulgens
Euphorbia gentryi
Euphorbia gradyi
Euphorbia grammata
Euphorbia greggii
Euphorbia guadalajarana
Euphorbia guiengola
Euphorbia henricksonii
Euphorbia hexagonoides
Euphorbia hindsiana
Euphorbia hintonii
Euphorbia hormorrhiza
Euphorbia huajuapensis
Euphorbia incerta
Euphorbia infernidialis
Euphorbia ivanjohnstonii
Euphorbia ixtlana
Euphorbia jaliscensis
Euphorbia johnstonii
Euphorbia lacera
Euphorbia lagunensis
Euphorbia leucantha
Euphorbia leucophylla
Euphorbia lineata
Euphorbia linguiformis
Euphorbia lomelii
Euphorbia longecornuta
Euphorbia lottiae
Euphorbia lundelliana
Euphorbia macvaughii
Euphorbia magdalenae
Euphorbia maysillesii
Euphorbia mcvaughiana
Euphorbia mexiae
Euphorbia misella
Euphorbia montereyana
Euphorbia muscicola
Euphorbia nayarensis
Euphorbia neilmulleri
Euphorbia nesomii
Euphorbia nocens
Euphorbia oaxacana
Euphorbia oppositifolia
Euphorbia peninsularis
Euphorbia peritropoides
Euphorbia perlignea
Euphorbia personata
Euphorbia petrina
Euphorbia picachensis
Euphorbia pinkavana
Euphorbia pionosperma
Euphorbia pondii
Euphorbia potosina
Euphorbia pseudofulva
Euphorbia pumicicola
Euphorbia radioloides
Euphorbia restiacea
Euphorbia rossiana
Euphorbia rzedowskii
Euphorbia scandens
Euphorbia scopulorum
Euphorbia sinaloensis
Euphorbia soobyi
Euphorbia sphaerorhiza
Euphorbia standleyi
Euphorbia strigosa
Euphorbia subpeltata
Euphorbia subreniformis
Euphorbia succedanea
Euphorbia taluticola
Euphorbia tanquahuete
Euphorbia tehuacana
Euphorbia tomentella
Euphorbia tomentulosa
Euphorbia tresmariae
Euphorbia trialata
Euphorbia tricolor
Euphorbia umbellulata
Euphorbia vestita
Euphorbia violacea
Euphorbia vizcainensis
Euphorbia whitei
Euphorbia xanti
Euphorbia xylopoda
Euphorbia yucatanensis
Euphorbia zamudioi
Euphorbia zierioides
Garcia parviflora
Gymnanthes insolita
Gymnanthes longipes
Jatropha alamanii
Jatropha andrieuxii
Jatropha bartlettii
Jatropha bullockii
Jatropha ciliata
Jatropha contrerasii
Jatropha conzattii
Jatropha cordata
Jatropha chamelensis
Jatropha dehganii
Jatropha elbae
Jatropha fremontioides
Jatropha galvanii
Jatropha giffordiana
Jatropha jaimejimenezii
Jatropha krusei
Jatropha malacophylla
Jatropha mcvaughii
Jatropha mirandana
Jatropha moranii
Jatropha neopauciflora
Jatropha oaxacana
Jatropha olivacea
Jatropha ortegae
Jatropha peltata
Jatropha pereziae
Jatropha platyphylla
Jatropha pseudocurcas
Jatropha purpurea
Jatropha riojae
Jatropha rufescens
Jatropha rzedowskii
Jatropha sotoi-nunyezii
Jatropha stephanii
Jatropha sympetala
Jatropha tlalcozotitlanensis
Jatropha vernicosa
Jatropha websteri
Mabea tenorioi
Manihot auriculata
Manihot caudata
Manihot crassisepala
Manihot chlorosticta
Manihot mcvaughii
Manihot michaelis
Manihot oaxacana
Manihot obovata
Manihot pauciflora
Manihot pringlei
Manihot rubricaulis
Manihot subspicata
Manihot tomatophylla
Manihot triloba
Manihot websteri
Pleradenophora lottiae
Plukenetia carabiasiae
Sebastiania appendiculata
Sebastiania cornuta
Sebastiania chiapensis
Sebastiania hintonii
Sebastiania jaliscensis
Stillingia bicarpellaris
Stillingia pietatis
Stillingia querceticola
Tragia affinis
Tragia chiltepecana
Tragia jonesii
Tragia pacifica
Tragia potosina
Hypericum collinum
Hypericum eastwoodianum
Hypericum galinum
Hypericum paniculatum
Hypericum parvulum
Hypericum peninsulare
Hypericum pratense
Hypericum pumilum
Hypericum rubritinctum
Hypericum seleri
Hypericum umbraculoides
Linum cruciatum
Linum flagellare
Linum gypsogenium
Linum lasiocarpum
Linum longipes
Linum mexicanum
Linum modestum
Linum orizabae
Linum pringlei
Linum rzedowskii
Linum scabrellum
Linum tenellum
Aspicarpa brevipes
Aspicarpa humilis
Aspicarpa lanata
Aspicarpa steinmannii
Bunchosia breedlovei
Bunchosia canescens
Bunchosia caroli
Bunchosia cruciana
Bunchosia hedraiophylla
Bunchosia luzmariae
Bunchosia matudae
Bunchosia mcvaughii
Bunchosia monticola
Bunchosia palmeri
Bunchosia praecox
Bunchosia sonorensis
Bunchosia strigosa
Byrsonima oaxacana
Calcicola parvifolia
Calcicola sericea
Callaeum clavipetalum
Callaeum coactum
Callaeum chiapense
Callaeum johnsonii
Callaeum septentrionale
Cottsia californica
Cottsia linearis
Diplopterys mexicana
Echinopterys eglandulosa
Echinopterys setosa
Galphimia arenicola
Galphimia calliantha
Galphimia elegans
Galphimia floribunda
Galphimia glandulosa
Galphimia gracilis
Galphimia grandiflora
Galphimia hirsuta
Galphimia langlassei
Galphimia mexiae
Galphimia mirandae
Galphimia multicaulis
Galphimia oaxacana
Galphimia paniculata
Galphimia radialis
Galphimia sessilifolia
Galphimia tuberculata
Galphimia vestita
Gaudichaudia andersonii
Gaudichaudia arnottiana
Gaudichaudia confertiflora
Gaudichaudia congestiflora
Gaudichaudia cycloptera
Gaudichaudia cynanchoides
Gaudichaudia chasei
Gaudichaudia diandra
Gaudichaudia galeottiana
Gaudichaudia implexa
Gaudichaudia intermixteca
Gaudichaudia krusei
Gaudichaudia mcvaughii
Gaudichaudia mollis
Gaudichaudia subverticillata
Gaudichaudia symplecta
Gaudichaudia synoptera
Gaudichaudia webbiana
Gaudichaudia zygoptera
Heteropterys cotinifolia
Heteropterys palmeri
Heteropterys portillana
Hiraea mcvaughii
Hiraea purpusii
Lasiocarpus ferrugineus
Lasiocarpus salicifolius
Malpighia davilae
Malpighia diversifolia
Malpighia emiliae
Malpighia galeottiana
Malpighia granitica
Malpighia hintonii
Malpighia latifolia
Malpighia leticiana
Malpighia macrocarpa
Malpighia mexicana
Malpighia nayaritensis
Malpighia novogaliciana
Malpighia ovata
Malpighia rzedowskii
Malpighia sessilifolia
Malpighia souzae
Malpighia tomentosa
Malpighia watsonii
Malpighia wilburiorum
Malpighia yucatanaea
Mascagnia gouania
Mascagnia lilacina
Mascagnia polybotrya
Psychopterys dipholiphylla
Psychopterys mcvaughii
Psychopterys ornata
Stigmaphyllon selerianum
Tetrapterys andersonii
Tetrapterys cotoneaster
Tetrapterys glabrifolia
Tetrapterys mexicana
Tetrapterys rzedowskii
Ouratea jaliscensis
Ouratea jurgensenii
Ouratea madrensis
Passiflora arida
Passiflora colimensis
Passiflora complanata
Passiflora conzattiana
Passiflora exsudans
Passiflora fruticosa
Passiflora goniosperma
Passiflora itzensis
Passiflora juliana
Passiflora karwinskii
Passiflora lauana
Passiflora liebmannii
Passiflora manantlanensis
Passiflora mcvaughiana
Passiflora microstipula
Passiflora oaxacensis
Passiflora palmeri
Passiflora pentaschista
Passiflora podadenia
Passiflora quercetorum
Passiflora tacanensis
Passiflora trisetosa
Passiflora uncinata
Passiflora viridiflora
Passiflora yucatanensis
Piriqueta mexicana
Piriqueta mortonii
Turnera callosa
Turnera violacea
Astrocasia diegoae
Astrocasia neurocarpa
Astrocasia peltata
Phyllanthus adenodiscus
Phyllanthus barbarae
Phyllanthus brandegeei
Phyllanthus coalcomanensis
Phyllanthus chiapensis
Phyllanthus fraguensis
Phyllanthus galeottianus
Phyllanthus gypsicola
Phyllanthus harrimanii
Phyllanthus hexadactylus
Phyllanthus mickelii
Phyllanthus neoleonensis
Phyllanthus oaxacanus
Phyllanthus peninsularis
Phyllanthus petaloideus
Phyllanthus standleyi
Phyllanthus subcuneatus
Phyllanthus tequilensis
Piranhea mexicana
Tetracoccus capensis
Marathrum plumosum
Marathrum rubrum
Noveloa coulteriana
Noveloa longifolia
Drypetes gentryi
Abatia mexicana
Casearia argentea
Casearia guevarana
Casearia orizabana
Neopringlea integrifolia
Populus brandegeei
Populus guzmanantlensis
Populus luziarum
Populus mexicana
Populus primaveralapensis
Populus simaroa
Prockia jaliscana
Prockia oaxacana
Salix aeruginosa
Salix cana
Salix hartwegii
Salix jaliscana
Salix mexicana
Salix paradoxa
Salix riskindii
Samyda mexicana
Samyda yucatanensis
Xylosma chiapensis
Xylosma horrida
Hybanthus fruticulosus
Hybanthus pennellii
Hybanthus serrulatus
Hybanthus thiemeilongipes
Orthion montanum
Orthion veracrucense
Pombalia potosina
Rinorea mexicana
Viola barroetana
Viola beamanii
Viola cochranei
Viola flagelliformis
Viola galeanaensis
Viola hemsleyana
Viola hookeriana
Viola jalapaensis
Viola nelsonii
Viola oxyodontis
Viola painteri
Amoreuxia malvifolia
Helianthemum argenteum
Helianthemum concolor
Helianthemum majus
Helianthemum nutans
Helianthemum patens
Helianthemum pugae
Bdallophytum andrieuxii
Bdallophytum oxylepis
Abutilon bastardioides
Abutilon bracteosum
Abutilon coahuilae
Abutilon dugesii
Abutilon grandidentatum
Abutilon haenkeanum
Abutilon macvaughii
Abutilon mucronatum
Abutilon pinkavae
Abutilon procerum
Abutilon simulans
Abutilon sphaerostaminum
Abutilon straminicarpum
Abutilon tehuantepecense
Abutilon xanti
Allowissadula chiangii
Allowissadula floribunda
Allowissadula glandulosa
Allowissadula pringlei
Allowissadula racemosa
Allowissadula rosei
Allowissadula sessei
Anoda albiflora
Anoda henricksonii
Anoda hintoniorum
Anoda hirta
Anoda leonensis
Anoda maculata
Anoda palmata
Anoda paniculata
Anoda pedunculosa
Anoda polygyna
Anoda pristina
Anoda pubescens
Anoda speciosa
Anoda succulenta
Anotea flavida
Ayenia abutilifolia
Ayenia berlandieri
Ayenia fasciculata
Ayenia fruticosa
Ayenia glabra
Ayenia jaliscana
Ayenia mirandae
Ayenia neglecta
Ayenia ovata
Ayenia paniculata
Ayenia rotundifolia
Ayenia standleyi
Bakeridesia amoena
Bakeridesia bakeriana
Bakeridesia ferruginea
Bakeridesia gloriosa
Bakeridesia guerrerensis
Bakeridesia huastecana
Bakeridesia jaliscana
Bakeridesia notolophium
Bakeridesia parvifolia
Bakeridesia yucatana
Bakeridesia zapoteca
Bastardiastrum batesii
Bastardiastrum cinctum
Bastardiastrum gracile
Bastardiastrum hirsutiflorum
Bastardiastrum incanum
Bastardiastrum tarasoides
Bastardiastrum tricarpellatum
Bastardiastrum wissaduloides
Batesimalva lobata
Batesimalva pulchella
Bernoullia jaliscana
Briquetia inermis
Briquetia sonorae
Byttneria atrata
Byttneria capillata
Byttneria fluvialis
Callianthe jaliscana
Carpodiptera mariarum
Ceiba acuminata
Ceiba schottii
Cienfuegosia intermedia
Cienfuegosia rosei
Dendrosida batesii
Dendrosida breedlovei
Dendrosida parviflora
Dendrosida sharpiana
Dirhamphis mexicana
Gossypium aridum
Gossypium armourianum
Gossypium davidsonii
Gossypium gossypioides
Gossypium harknessii
Gossypium lanceolatum
Gossypium laxum
Gossypium lobatum
Gossypium schwendimanii
Gossypium trilobum
Gossypium turneri
Hampea breedlovei
Hampea lanceolata
Hampea mexicana
Hampea montebellensis
Hampea nutricia
Helicteres rekoi
Helicteres vegae
Heliocarpus attenuatus
Heliocarpus palmeri
Heliocarpus pallidus
Heliocarpus parvimontis
Heliocarpus velutinus
Herissantia dressleri
Hermannia palmeri
Hibiscus acapulcensis
Hibiscus acicularis
Hibiscus citrinus
Hibiscus colimensis
Hibiscus elegans
Hibiscus jaliscensis
Hibiscus kochii
Hibiscus longifilus
Hibiscus nelsonii
Hibiscus peripteroides
Hibiscus purpusii
Hibiscus ribifolius
Hibiscus spiralis
Hibiscus tenorii
Hibiscus zygomorphus
Horsfordia exalata
Horsfordia rotundifolia
Kosteletzkya blanchardii
Kosteletzkya flavicentrum
Kosteletzkya hispidula
Kosteletzkya ramosa
Kosteletzkya reclinata
Kosteletzkya thurberi
Kosteletzkya tubiflora
Lavatera lindsayi
Lavatera occidentalis
Lavatera venosa
Malacothamnus foliosus
Malvastrum hillii
Malvaviscus oaxacanus
Malvaviscus urticifolius
Melochia corymbosa
Melochia oaxacana
Melochia tomentella
Melochia tragiifolia
Meximalva venusta
Mortoniodendron ocotense
Mortoniodendron palaciosii
Mortoniodendron uxpanapense
Pavonia alia
Pavonia anisaster
Pavonia arachnoidea
Pavonia baumliana
Pavonia candida
Pavonia chlorantha
Pavonia durangensis
Pavonia firmiflora
Pavonia fryxellii
Pavonia gentryi
Pavonia hirtiflora
Pavonia langlassei
Pavonia macdougallii
Pavonia monticola
Pavonia nayarensis
Pavonia nepetifolia
Pavonia oxyphylla
Pavonia paneroi
Pavonia pleuranthera
Pavonia pulidoae
Pavonia spuria
Pavonia submutica
Pavonia uniflora
Pavonia venusta
Periptera ctenotricha
Periptera lobelioides
Periptera macrostelis
Periptera trichostemon
Phymosia anomala
Phymosia crenulata
Phymosia floribunda
Phymosia pauciflora
Phymosia rzedowskii
Physodium adenodes
Pseudobombax palmeri
Quararibea lopezperaltae
Quararibea mayarum
Reevesia clarkii
Robinsonella brevituba
Robinsonella chiangii
Robinsonella discolor
Robinsonella hintonii
Robinsonella macvaughii
Robinsonella mirandae
Robinsonella pilosissima
Robinsonella samaricarpa
Sida anodifolia
Sida fastuosa
Sida hyalina
Sida linearis
Sida michoacana
Sida monticola
Sida nesogena
Sida potosina
Sida prolifica
Sida pueblensis
Sida turneroides
Sida xanti
Sidastrum burrerense
Sidastrum lodiegense
Sidastrum strictum
Sidastrum tehuacanum
Sphaeralcea axillaris
Sphaeralcea endlichii
Sphaeralcea fulva
Sphaeralcea hainesii
Sphaeralcea palmeri
Sphaeralcea reflexa
Sphaeralcea sulphurea
Sterculia xolocotzii
Tarasa geranioides
Trichospermum galeottii
Trichospermum grandifolium
Triumfetta acahuizotlanensis
Triumfetta acracantha
Triumfetta attenuata
Triumfetta barbosa
Triumfetta brachistacantha
Triumfetta brevipes
Triumfetta calzadae
Triumfetta columnaris
Triumfetta coriacea
Triumfetta cucullata
Triumfetta chihuahuensis
Triumfetta dioica
Triumfetta discolor
Triumfetta falcifera
Triumfetta ferruginea
Triumfetta galeottiana
Triumfetta goldmanii
Triumfetta gonophora
Triumfetta guerrerensis
Triumfetta heliocarpoides
Triumfetta indurata
Triumfetta kochii
Triumfetta martinezalfaroi
Triumfetta medusae
Triumfetta mexiae
Triumfetta mexicana
Triumfetta paniculata
Triumfetta purpusii
Triumfetta simplicifolia
Triumfetta socorrensis
Triumfetta stellata
Waltheria acapulcensis
Waltheria acuminata
Waltheria alamosana
Waltheria bicolor
Waltheria conzattii
Waltheria fryxellii
Waltheria lundelliana
Waltheria pringlei
Waltheria rotundifolia
Waltheria tridentata
Daphnopsis brevifolia
Daphnopsis flavida
Daphnopsis lagunae
Daphnopsis liebmannii
Daphnopsis megacarpa
Daphnopsis mexiae
Daphnopsis mollis
Daphnopsis nevlingii
Daphnopsis purpusii
Dirca mexicana
Calatola mollis
Combretum igneiflorum
Combretum rovirosae
Terminalia lucida
Cuphea alaniana
Cuphea aquilana
Cuphea avigera
Cuphea baillonis
Cuphea bracteolosa
Cuphea bustamanta
Cuphea caeciliae
Cuphea caesariata
Cuphea calaminthifolia
Cuphea calcarata
Cuphea crassiflora
Cuphea cristata
Cuphea delicatula
Cuphea dibrachiata
Cuphea empetrifolia
Cuphea ferrisiae
Cuphea flavovirens
Cuphea gaumeri
Cuphea glossostoma
Cuphea graciliflora
Cuphea heteropetala
Cuphea heterophylla
Cuphea humifusa
Cuphea inflata
Cuphea intermedia
Cuphea itzocanensis
Cuphea jorullensis
Cuphea karwinskii
Cuphea koehneana
Cuphea laminuligera
Cuphea lanceolata
Cuphea lobophora
Cuphea llavea
Cuphea megalophylla
Cuphea mexiae
Cuphea micropetala
Cuphea michoacana
Cuphea nitidula
Cuphea ornithoides
Cuphea ownbeyi
Cuphea painteri
Cuphea palmeri
Cuphea palustris
Cuphea paucipetala
Cuphea pertenuis
Cuphea procumbens
Cuphea pulcherrima
Cuphea purpurascens
Cuphea quaternata
Cuphea rasilis
Cuphea retroscabra
Cuphea roseana
Cuphea salicifolia
Cuphea schumannii
Cuphea spectabilis
Cuphea subuligera
Cuphea trichochila
Cuphea trochilus
Cuphea vesiculigera
Cuphea viscosa
Cuphea watsoniana
Ginoria nudiflora
Lythrum album
Lythrum bryantii
Nesaea palmeri
Nesaea pringlei
Arthrostemma primaevum
Chaetogastra almedae
Chaetogastra araneicalyx
Chaetogastra congestiflora
Chaetogastra connata
Chaetogastra durangensis
Chaetogastra ferrariana
Chaetogastra galeottiana
Chaetogastra hintonii
Chaetogastra latibracteolata
Chaetogastra macvaughii
Chaetogastra nanifolia
Chaetogastra naudiniana
Chaetogastra patens
Chaetogastra roseotincta
Chaetogastra rufipilis
Chaetogastra scabriuscula
Chaetogastra sericea
Chaetogastra sinaloensis
Chaetogastra thulia
Chaetogastra tortuosa
Heterocentron alatum
Heterocentron breedlovei
Heterocentron chiapensis
Heterocentron chimalapanum
Heterocentron laxiflorum
Heterocentron mexicanum
Heterocentron muricatum
Miconia anisotricha
Miconia chrysoneura
Miconia erythrantha
Miconia galeottii
Miconia glabrata
Miconia globulifera
Miconia gracilipes
Miconia heterothrix
Miconia ibarrae
Miconia jaliscana
Miconia jitotolana
Miconia liebmannii
Miconia madrensis
Miconia mazatecana
Miconia mcvaughii
Miconia militis
Miconia moorei
Miconia obconica
Miconia phaeotricha
Miconia portogallensis
Miconia ravenii
Miconia rzedowskii
Miconia saxicola
Miconia scopulina
Miconia submontana
Miconia teotepecensis
Miconia tepicana
Miconia vallartensis
Monochaetum calcaratum
Monochaetum pulchrum
Monochaetum rubescens
Mouriri muelleri
Tibouchina xochiatencana
Triolena scorpioides
Calycorectes mexicanus
Calyptranthes hernandezii
Calyptranthes hintonii
Calyptranthes karwinskyana
Calyptranthes moctezumae
Calyptranthes tenuipes
Calyptranthes venulosa
Eugenia alnifolia
Eugenia avicenniae
Eugenia balancanensis
Eugenia breedlovei
Eugenia cantuana
Eugenia colipensis
Eugenia crenularis
Eugenia culminicola
Eugenia harkerae
Eugenia hintonii
Eugenia huasteca
Eugenia inconspicua
Eugenia inirebensis
Eugenia karwinskyana
Eugenia ledophylla
Eugenia liebmannii
Eugenia matudae
Eugenia mexicana
Eugenia michoacanensis
Eugenia mozomboensis
Eugenia naraveana
Eugenia nigrita
Eugenia ovandensis
Eugenia pleurocarpa
Eugenia praeterita
Eugenia pueblana
Eugenia purpusii
Eugenia queretaroana
Eugenia ravenii
Eugenia rekoi
Eugenia sinaloae
Eugenia sotoesparzae
Eugenia standleyi
Eugenia symphoricarpos
Eugenia teapensis
Eugenia tenejapensis
Eugenia tonii
Eugenia turneri
Eugenia uliginosa
Eugenia uxpanapensis
Eugenia xilitlensis
Eugenia yautepecana
Mosiera ehrenbergii
Psidium chiapasense
Psidium socorrense
Calylophus toumeyi
Camissoniopsis guadalupensis
Camissoniopsis proavita
Diplandra lopezioides
Epilobium denticulatum
Epilobium glaberrimum
Epilobium maysillesii
Eulobus angelorum
Eulobus crassifolius
Eulobus sceptrostigma
Fuchsia cylindracea
Fuchsia decidua
Fuchsia exoniensis
Fuchsia fulgens
Fuchsia obconica
Fuchsia ravenii
Gaura grandiflora
Gaura mollis
Gaura mutabilis
Gongylocarpus fruticulosus
Lopezia ciliatula
Lopezia clavata
Lopezia concinna
Lopezia conjugens
Lopezia cornuta
Lopezia galeottii
Lopezia gentryi
Lopezia gracilis
Lopezia hintonii
Lopezia integrifolia
Lopezia laciniata
Lopezia langmaniae
Lopezia longiflora
Lopezia lopezioides
Lopezia nuevo-leonis
Lopezia oaxacana
Lopezia ovata
Lopezia pumila
Lopezia riesenbachia
Lopezia semeiandra
Lopezia sinaloensis
Lopezia smithii
Lopezia suffrutescens
Lopezia trichota
Lopezia violacea
Ludwigia adscendens
Megacorax gracielanus
Oenothera biennis
Oenothera brandegeei
Oenothera breedlovei
Oenothera cespitosa
Oenothera deserticola
Oenothera dissecta
Oenothera greggii
Oenothera luciae-julianae
Oenothera macrocarpa
Oenothera macrosceles
Oenothera maysillesii
Oenothera muelleri
Oenothera orizabae
Oenothera pennellii
Oenothera stubbei
Oenothera tamrae
Oenothera tubifera
Oenothera wigginsii
Xylonagra arborea
Vochysia tabascana
Nymphaea gracilis
Connarus schultesii
Connarus stenophyllus
Sloanea ahuatoso
Sloanea cuautitlanensis
Sloanea mexicana
Sloanea veracruzana
Biophytum cowanii
Biophytum latifolium
Oxalis angustifolia
Oxalis bipartita
Oxalis discolor
Oxalis gregaria
Oxalis hernandezii
Oxalis lasiandra
Oxalis macrocarpa
Oxalis madrensis
Oxalis magnifica
Oxalis melindae
Oxalis morelosii
Oxalis nudiflora
Oxalis primavera
Oxalis robusta
Picramnia deflexa
Picramnia guerrerensis
Picramnia thomasii
Picramnia xalapensis
Aristolochia acontophylla
Aristolochia bracteosa
Aristolochia brevipes
Aristolochia buntingii
Aristolochia cardiantha
Aristolochia carterae
Aristolochia colimensis
Aristolochia conversiae
Aristolochia cordata
Aristolochia chiapensis
Aristolochia davilae
Aristolochia durangensis
Aristolochia emiliae
Aristolochia flexuosa
Aristolochia foetida
Aristolochia glossa
Aristolochia islandica
Aristolochia karwinskii
Aristolochia lassa
Aristolochia luzmariana
Aristolochia manantlanensis
Aristolochia micrantha
Aristolochia monticola
Aristolochia mutabilis
Aristolochia mycteria
Aristolochia nahua
Aristolochia nana
Aristolochia nelsonii
Aristolochia oaxacana
Aristolochia occidentalis
Aristolochia orbicularis
Aristolochia pacifica
Aristolochia palmeri
Aristolochia pringlei
Aristolochia pueblana
Aristolochia rhizantha
Aristolochia rostrata
Aristolochia rzedowskiana
Aristolochia savannoidea
Aristolochia secunda
Aristolochia sinaloae
Aristolochia socorroensis
Aristolochia styloglossa
Aristolochia taliscana
Aristolochia tentaculata
Aristolochia tequilana
Aristolochia teretiflora
Aristolochia tresmariae
Aristolochia tuitensis
Aristolochia variifolia
Aristolochia versabilifolia
Aristolochia whitei
Isotrema asclepiadifolia
Isotrema impudicum
Isotrema tricaudata
Isotrema veracruzana
Peperomia albonervosa
Peperomia ampla
Peperomia astyla
Peperomia basiradicans
Peperomia botteri
Peperomia breedlovei
Peperomia camptotricha
Peperomia castilloi
Peperomia cavispicata
Peperomia coatzacoalcosensis
Peperomia comaltitlanensis
Peperomia consoquitlana
Peperomia cordovana
Peperomia chazaroi
Peperomia donaguiana
Peperomia drusophila
Peperomia edulis
Peperomia elatior
Peperomia epidendron
Peperomia exclamationis
Peperomia fugax
Peperomia gracillima
Peperomia hobbitoides
Peperomia huatuscoana
Peperomia jaliscana
Peperomia mixtifolia
Peperomia monticola
Peperomia nopalana
Peperomia occulta
Peperomia parastriata
Peperomia pasionana
Peperomia pringlei
Peperomia pseudoalpina
Peperomia putlaensis
Peperomia questionis
Peperomia rupigaudens
Peperomia schiedei
Peperomia schizandra
Peperomia socorronis
Peperomia tancitaroana
Peperomia tepoztecoana
Peperomia tlapacoyoensis
Peperomia trichobracteata
Peperomia vazquezii
Peperomia xalana
Piper abalienatum
Piper acutiusculum
Piper alushii
Piper austro-mexicanum
Piper bourgeaui
Piper brachypus
Piper brevipedicellatum
Piper cihuatlanense
Piper colipanum
Piper colotlipanense
Piper commutatum
Piper cordoncillo
Piper cordovanum
Piper chinantlense
Piper decipiens
Piper descourtilsianum
Piper disjunctum
Piper fischerianum
Piper fortunyoanum
Piper galeottianum
Piper gibbosum
Piper glaucescens
Piper instabilipes
Piper jaliscanum
Piper karwinskianum
Piper kunthii
Piper laurifolium
Piper leucophyllum
Piper liebmannii
Piper lindenii
Piper malpasoensis
Piper matudae
Piper mcvaughii
Piper melanostictum
Piper melastomoides
Piper mexicanum
Piper michelianum
Piper novogalicianum
Piper oaxacanum
Piper orizabanum
Piper pachoanum
Piper palmeri
Piper pothomorphe
Piper purpusianum
Piper rosei
Piper stipulaceum
Piper teapense
Piper tuxpenyana
Piper uhdei
Piper usumacintense
Piper variifolium
Piper velutinovarium
Platanus gentryi
Platanus rzedowskii
Roupala mexicana
Meliosma matudae
Meliosma mexicana
Meliosma nesites
Meliosma oaxacana
Meliosma starkii
Berberis albicans
Berberis alpina
Berberis andrieuxii
Berberis angustifolia
Berberis berriozabalensis
Berberis chiapensis
Berberis chochoco
Berberis ehrenbergii
Berberis eutriphylla
Berberis gracilis
Berberis hartwegii
Berberis ilicina
Berberis incerta
Berberis lanceolata
Berberis longipes
Berberis muelleri
Berberis pallida
Berberis pimana
Berberis pinifolia
Berberis quinquefolia
Berberis russellii
Berberis trifolia
Disciphania mexicana
Disciphania nesiotes
Hyperbaena ilicifolia
Hyperbaena jalcomulcensis
Argemone alba
Argemone echinata
Argemone fruticosa
Argemone grandiflora
Argemone subalpina
Argemone subintegrifolia
Argemone superba
Argemone turnerae
Bocconia hintoniorum
Bocconia latisepala
Eschscholzia palmeri
Hunnemannia fumariifolia
Hunnemannia hintoniorum
Aquilegia skinneri
Clematis coahuilensis
Clematis grahamii
Clematis malacocoma
Clematis rhodocarpa
Delphinium bicornutum
Delphinium calcar-equitis
Delphinium divaricatum
Delphinium leptophyllum
Delphinium pedatisectum
Delphinium subscandens
Delphinium valens
Delphinium viride
Delphinium wislizeni
Ranunculus forreri
Ranunculus harveyi
Ranunculus mexiae
Ranunculus multicaulis
Ranunculus pueblensis
Thalictrum arsenii
Thalictrum cuernavacanum
Thalictrum galeottii
Thalictrum gibbosum
Thalictrum grandidentatum
Thalictrum grandifolium
Thalictrum hernandezii
Thalictrum lanatum
Thalictrum madrense
Thalictrum nelsonii
Thalictrum occidentalis
Thalictrum pachucense
Thalictrum parvifructum
Thalictrum peltatum
Thalictrum peninsulare
Thalictrum pennellii
Thalictrum pinnatum
Thalictrum pringlei
Thalictrum pubigerum
Thalictrum pudicum
Thalictrum roseanum
Thalictrum strigillosum
Thalictrum treleasii
Celtis lindheimeri
