Cibotium schiedei
Trigonospermum alexandri
Trigonospermum auriculatum
Trigonospermum hintoniorum
Trixis alata
Trixis angustifolia
Trixis calcicola
Trixis grandibracteata
Trixis haenkei
Trixis hintoniorum
Trixis hyposericea
Trixis jaliscana
Trixis megalophylla
Trixis mexicana
Trixis michuacana
Trixis parviflora
Trixis pringlei
Trixis pterocaulis
Trixis silvatica
Urbinella palmeri
Varilla mexicana
Verbesina abietifolia
Verbesina abscondita
Verbesina acapulcensis
Verbesina alcabrerae
Verbesina angustifolia
Verbesina angustissima
Verbesina apiculata
Verbesina aramberrana
Verbesina auriculata
Verbesina barrancae
Verbesina bolanosana
Verbesina breedlovei
Verbesina calzadae
Verbesina callilepis
Verbesina carranzae
Verbesina coahuilensis
Verbesina corral-diazii
Verbesina coulteri
Verbesina crassipes
Verbesina cronquistii
Verbesina cuautlensis
Verbesina culminicola
Verbesina curatella
Verbesina chiapensis
Verbesina chihuahuensis
Verbesina chilapana
Verbesina daviesiae
Verbesina durangensis
Verbesina elgalloana
Verbesina erosa
Verbesina etlana
Verbesina fastigiata
Verbesina fayii
Verbesina felgeri
Verbesina furfuracea
Verbesina fusiformis
Verbesina gentryi
Verbesina glaucophylla
Verbesina gracilipes
Verbesina grayii
Verbesina guerreroana
Verbesina hidalgoana
Verbesina hintoniorum
Verbesina hispida
Verbesina hygrophila
Verbesina hypoleuca
Verbesina hypomalaca
Verbesina jacksonii
Verbesina jimrobbinsii
Verbesina juxtlahuacensis
Verbesina kimii
Verbesina klattii
Verbesina langfordae
Verbesina langlassei
Verbesina lanulosa
Verbesina leptochaeta
Verbesina liebmannii
Verbesina linearis
Verbesina lottiana
Verbesina lundellii
Verbesina macdonaldii
Verbesina machucana
Verbesina madrensis
Verbesina mexiae
Verbesina miahuatlana
Verbesina mickelii
Verbesina microcarpa
Verbesina mixtecana
Verbesina mollis
Verbesina montanoifolia
Verbesina nayaritensis
Verbesina nelsonii
Verbesina neotenoriensis
Verbesina neriifolia
Verbesina oaxacana
Verbesina oligantha
Verbesina oligocephala
Verbesina olsenii
Verbesina oncophora
Verbesina ortegae
Verbesina otophylla
Verbesina ovata
Verbesina oxylepis
Verbesina palmeri
Verbesina paneroi
Verbesina pantoptera
Verbesina papasquiara
Verbesina parviflora
Verbesina pauciflora
Verbesina pedunculosa
Verbesina pellucida
Verbesina peninsularis
Verbesina petrophila
Verbesina phyllolepis
Verbesina pietatis
Verbesina platanara
Verbesina platyptera
Verbesina potosina
Verbesina pterocarpha
Verbesina pterocaula
Verbesina purpusii
Verbesina pustulata
Verbesina resinosa
Verbesina reyesii
Verbesina richardsonii
Verbesina robinsonii
Verbesina rosei
Verbesina rumicifolia
Verbesina scabrida
Verbesina scotiodonta
Verbesina seatonii
Verbesina sericea
Verbesina serrata
Verbesina sinaloensis
Verbesina sororia
Verbesina sousae
Verbesina sphaerocephala
Verbesina steinmannii
Verbesina stenophylla
Verbesina strotheri
Verbesina suberosa
Verbesina synotis
Verbesina tamaunuevana
Verbesina tecolotlana
Verbesina tequilana
Verbesina tetraptera
Verbesina textitlana
Verbesina tiburonensis
Verbesina torresii
Verbesina trilobata
Verbesina vallartana
Verbesina venosa
Verbesina villaregalis
Verbesina villasenorii
Verbesina virgata
Verbesina xanthochlora
Verbesina xicoana
Verbesina zaragozana
Vernonanthura cordata
Vernonanthura cronquistii
Vernonanthura hintoniorum
Vernonanthura liatroides
Vernonanthura serratuloides
Vernonanthura sinclairii
Vernonia alamanii
Vernonia barclayi
Vernonia bealliae
Vernonia bolleana
Vernonia confusa
Vernonia faustiana
Vernonia greggii
Vernonia joyaliae
Vernonia karvinskiana
Vernonia occulta
Vigethia mexicana
Viguiera ayutlana
Viguiera huajicoria
Viguiera iltisii
Viguiera moreliana
Viguiera paneroana
Viguiera potosina
Viguiera sultepecana
Viguiera tepoxtlensis
Villanova achillaeoides
Villasenoria orcuttii
Wamalchitamia appressipila
Wamalchitamia dionysi
Wamalchitamia strigosa
Wedelia aggregata
Wedelia cordiformis
Wedelia chihuahuana
Wedelia gonzaleziarum
Wedelia grayi
Wedelia greenmanii
Wedelia hintoniorum
Wedelia keilii
Wedelia mexicana
Wedelia pimana
Wedelia purpurea
Wedelia rosei
Wedelia simsioides
Wedelia strigosa
Wedelia talpana
Wedelia tegetis
Wedelia vexata
Xanthisma arenarium
Xanthisma crutchfieldii
Xanthisma johnstonii
Xanthisma pseudorestiforme
Xanthisma restiforme
Xanthisma rhizomatum
Xanthisma stenolobum
Xanthisma wigginsii
Xanthocephalum benthamianum
Xanthocephalum centauroides
Xanthocephalum durangense
Xanthocephalum eradiatum
Xanthocephalum humile
Zaluzania augusta
Zaluzania delgadoana
Zaluzania discoidea
Zaluzania durangensis
Zaluzania megacephala
Zaluzania mollissima
Zaluzania montagnifolia
Zaluzania parthenioides
Zaluzania pringlei
Zaluzania subcordata
Zaluzania triloba
Zandera andersoniae
Zandera blakei
Zandera hartmanii
Zinnia angustifolia
Zinnia bicolor
Zinnia citrea
Zinnia coahuilana
Zinnia flavicoma
Zinnia guanajuatensis
Zinnia haageana
Zinnia juniperifolia
Zinnia leucoglossa
Zinnia maritima
Zinnia microglossa
Zinnia oligantha
Zinnia purpusii
Zinnia tenuis
Zinnia venusta
Zinnia zamudiana
Zinnia zinnioides
Calcaratolobelia aurita
Calcaratolobelia flexuosa
Calcaratolobelia gibbosa
Calcaratolobelia goldmannii
Calcaratolobelia knoblochii
Calcaratolobelia macrocentron
Calcaratolobelia margarita
Calcaratolobelia mcvaughii
Calcaratolobelia pringlei
Calcaratolobelia tenella
Calcaratolobelia villaregalis
Centropogon wilburii
Diastatea expansa
Diastatea virgata
Laurentia insignis
Laurentia ramosissima
Lobelia ayersiae
Lobelia biflora
Lobelia bipinnatifida
Lobelia bryophila
Lobelia caeciliae
Lobelia circaeoides
Lobelia corymbiformis
Lobelia diastateoides
Lobelia diazlunae
Lobelia divaricata
Lobelia divergens
Lobelia ehrenbergii
Lobelia flexicaulis
Lobelia ghiesbreghtii
Lobelia gruina
Lobelia guerrerensis
Lobelia guzmanii
Lobelia hartwegii
Lobelia henricksonii
Lobelia hintoniorum
Lobelia hypnodes
Lobelia illota
Lobelia jaliscensis
Lobelia lithophila
Lobelia macdonaldii
Lobelia oaxacana
Lobelia occidentalis
Lobelia orientalis
Lobelia picta
Lobelia poetica
Lobelia porphyrea
Lobelia pringlei
Lobelia pulchella
Lobelia purpusii
Lobelia quiexobrae
Lobelia rosalindae
Lobelia setulosa
Lobelia sinaloae
Lobelia stenodonta
Lobelia sublibera
Lobelia subnuda
Lobelia subscaposa
Lobelia tarsophora
Lobelia trivialis
Pseudonemacladus oppositifolius
Wimmeranthus inopinatus
Antiphytum brevicalyx
Antiphytum caespitosum
Antiphytum geoffreyi
Antiphytum hintoniorum
Antiphytum nudicalces
Antiphytum paniculatum
Antiphytum parryi
Antiphytum peninsulare
Bourreria andrieuxii
Bourreria hintonii
Bourreria longiflora
Bourreria obovata
Bourreria rekoi
Bourreria rowellii
Bourreria rubra
Bourreria sonorae
Bourreria spathulata
Bourreria veracruzana
Cordia colimensis
Cordia elaeagnoides
Cordia globulifera
Cordia gracilipes
Cordia guerkeana
Cordia igualensis
Cordia macvaughii
Cordia morelosana
Cordia seleriana
Cordia sonorae
Cordia tinifolia
Cryptantha foliosa
Cryptantha patula
Cryptantha pondii
Cryptantha wigginsii
Cynoglossum henricksonii
Eriodictyon sessilifolium
Hackelia hintoniorum
Hackelia leonotis
Hackelia stricta
Heliotropium axillare
Heliotropium calcicola
Heliotropium cremnogenum
Heliotropium karwinskyi
Heliotropium limbatum
Heliotropium michoacanum
Heliotropium queretaroanum
Heliotropium sessei
Heliotropium wigginsii
Johnstonella angelica
Johnstonella echinosepala
Johnstonella fastigiata
Johnstonella geohintonii
Johnstonella grayi
Johnstonella gypsites
Johnstonella sheylae
Lasiarrhenum confundum
Lithospermum album
Lithospermum altamiranense
Lithospermum asteinzae
Lithospermum barbigerum
Lithospermum berlandieri
Lithospermum calcicola
Lithospermum discolor
Lithospermum dodrantale
Lithospermum exsertum
Lithospermum hintoniorum
Lithospermum indecorum
Lithospermum ireneae
Lithospermum jimulcense
Lithospermum johnstonii
Lithospermum kelloggianum
Lithospermum leonotis
Lithospermum linifolium
Lithospermum mirabile
Lithospermum muelleri
Lithospermum nelsonii
Lithospermum notatum
Lithospermum oaxacanum
Lithospermum oblongifolium
Lithospermum obovatum
Lithospermum pinetorum
Lithospermum revolutum
Lithospermum rosei
Lithospermum rzedowskii
Lithospermum strictum
Lithospermum trinervium
Lithospermum tubiliflorum
Lithospermum tubuliflorum
Lithospermum turneri
Lithospermum unicum
Lithospermum worthingtonii
Mimophytum benitomartinezii
Mimophytum omphalodoides
Mimophytum richardsonii
Nama bartlettii
Nama biflora
Nama canescens
Nama constancei
Nama coulteri
Nama cuatrocienegense
Nama flavescens
Nama hintoniorum
Nama hitchcockii
Nama johnstonii
Nama linearis
Nama marshii
Nama origanifolia
Nama orizabensis
Nama palmeri
Nama propinqua
Nama prostrata
Nama quiexobrana
Nama rotundifolia
Nama rzedowskii
Nama schaffneri
Nama sericea
Nama spathulata
Nama stenophylla
Nama stewartii
Nama turneri
Omphalodes australis
Omphalodes cardiophylla
Omphalodes carranzae
Omphalodes chiangii
Omphalodes erecta
Omphalodes mexicana
Omphalodes richardsonii
Oncaglossum pringlei
Phacelia altotonga
Phacelia carmenensis
Phacelia cedrosensis
Phacelia coulteri
Phacelia gentryi
Phacelia gypsogenia
Phacelia hintoniorum
Phacelia hirtuosa
Phacelia marshall-johnstonii
Phacelia neffii
Phacelia parviflora
Phacelia pauciflora
Phacelia phyllomanica
Phacelia potosina
Phacelia scariosa
Phacelia stellaris
Phacelia vossii
Phacelia zaragozana
Pholisma culiacanum
Plagiobothrys mexicanus
Tiquilia cuspidata
Tiquilia purpusii
Tiquilia tuberculata
Tiquilia turneri
Tournefortia caeciliana
Tournefortia calycina
Tournefortia hartwegiana
Tournefortia pedicellata
Tournefortia umbellata
Varronia ambigua
Varronia lauta
Varronia limicola
Varronia stellata
Varronia urticacea
Asta schaffneri
Asta stricta
Cardamine auriculata
Cardamine cebollana
Cardamine mexicana
Cibotarium macrum
Cibotarium stellatum
Chaunanthus acuminatus
Chaunanthus mexicanus
Chaunanthus petiolatus
Dentaria californica
Descurainia hartwegiana
Descurainia virletii
Draba hidalgensis
Draba implexa
Draba nivicola
Draba rubricaulis
Dryopetalon breedlovei
Dryopetalon byei
Dryopetalon crenatum
Dryopetalon membranifolium
Dryopetalon palmeri
Dryopetalon paysonii
Dryopetalon purpureum
Erysimum canescens
Erysimum macradenium
Erysimum moranii
Exhalimolobos berlandieri
Exhalimolobos palmeri
Exhalimolobos parryi
Exhalimolobos polyspermus
Halimolobos elatus
Halimolobos henricksonii
Halimolobos multiracemosus
Halimolobos pedicellata
Halimolobos pubens
Halimolobos rigidus
Halimolobos stylosus
Lepidium schaffneri
Lexarzanthe mexicana
Lyrocarpa xanti
Mancoa bracteata
Mancoa laxa
Mancoa mexicana
Mancoa perennis
Mancoa rollinsiana
Mostacillastrum arcuatum
Mostacillastrum gracielae
Mostacillastrum versicolor
Nerisyrenia baconiana
Nerisyrenia castillonii
Nerisyrenia gracilis
Nerisyrenia gypsophila
Nerisyrenia incana
Nerisyrenia johnstonii
Nerisyrenia mexicana
Nerisyrenia powellii
Ornithocarpa fimbriata
Ornithocarpa torulosa
Pennellia lasiocalycina
Pennellia microsperma
Pennellia patens
Physaria argentea
Physaria berlandieri
Physaria inflata
Physaria johnstonii
Physaria mexicana
Physaria mirandiana
Physaria peninsularis
Physaria pueblensis
Physaria rosei
Physaria schaffneri
Physaria sinuosa
Physaria vigana
Physaria wyndii
Planodes mexicanum
Rhaphanorhyncha crassa
Romanschulzia correllii
Romanschulzia guerrerensis
Romanschulzia meyeri
Romanschulzia orizabae
Romanschulzia rzedowskii
Romanschulzia schistacea
Romanschulzia subclavata
Romanschulzia turritoides
Rorippa microtites
Scoliaxon mexicanus
Sibara angelorum
Sibara brandegeana
Sibara davidsonii
Sibara laxa
Sibara pectinata
Sphaerocardamum compressum
Sphaerocardamum divaricatum
Sphaerocardamum macropetalum
Sphaerocardamum nesliiforme
Sphaerocardamum stellatum
Streptanthus cutleri
Synthlipsis densiflora
Thelypodiopsis incisa
Thelypodiopsis retrofracta
Thelypodiopsis wootonii
Thelypodium lobatum
Thelypodium longipes
Thysanocarpus erectus
Tomostima sonorae
Capparidastrum tuxtlense
Quadrella angustifolia
Quadrella asperifolia
Quadrella quintanarooensis
Horovitzia cnidoscoloides
Jarilla caudata
Jarilla heterophylla
Jarilla nana
Andinocleome magnifica
Cleome chapalaensis
Cleome fosteriana
Cleome potosina
Cleome rutidosperma
Cleome tenuis
Cleomella jaliscensis
Cleomella mexicana
Cleomella perennis
Physostemon hemsleyanum
Physostemon melanospermum
Forchhammeria hintonii
Forchhammeria longifolia
Forchhammeria macrocarpa
Forchhammeria pallida
Forchhammeria sessilifolia
Forchhammeria tamaulipana
Forchhammeria watsonii
Setchellanthus caeruleus
Buxus lancifolia
Buxus mexicana
Buxus microphylla
Buxus moctezumae
Buxus pubescens
Achatocarpus oaxacanus
Alternanthera cordobensis
Alternanthera flava
Alternanthera pycnantha
Alternanthera stellata
Amaranthus acanthobracteatus
Amaranthus annectens
Amaranthus brandegei
Amaranthus lepturus
Amaranthus leucocarpus
Atriplex abata
Atriplex barclayana
Atriplex frankenioides
Atriplex julacea
Atriplex linifolia
Atriplex magdalenae
Atriplex monilifera
Atriplex muricata
Atriplex pringlei
Atriplex prosopidum
Atriplex pueblensis
Atriplex reptans
Atriplex stewartii
Atriplex valdesii
Celosia chiapensis
Celosia floribunda
Celosia moquini
Celosia orcuttii
Chenopodium bipinnatifidum
Chenopodium mexicanum
Chenopodium nuttalliae
Froelichia xantusii
Gomphrena crassicaulis
Gomphrena parviceps
Gomphrena pilosa
Gomphrena pringlei
Gomphrena procumbens
Iresine ajuscana
Iresine alternifolia
Iresine arenaria
Iresine cassiniiformis
Iresine discolor
Iresine frutescens
Iresine hartmanii
Iresine hebanthoides
Iresine herrerae
Iresine jaliscana
Iresine nitens
Iresine orientalis
Iresine pacifica
Iresine paniculata
Iresine papantlana
Iresine pringlei
Iresine rotundifolia
Iresine rzedowskii
Iresine schaffneri
Iresine stricta
Iresine tomentella
Iresine valdesii
Lagrezia monosperma
Meiomeria stellata
Salicornia ambigua
Suaeda edulis
Suaeda jacoensis
Suaeda palmeri
Suaeda puertopenascoa
Suaeda pulvinata
Tidestromia carnosa
Tidestromia gemmata
Tidestromia rhizomatosa
Tidestromia tenella
Tidestromia valdesiana
Grahamia coahuilensis
Acanthocereus occidentalis
Acanthocereus paradoxus
Acanthocereus subinermis
Acharagma aguirreanum
Acharagma huasteca
Acharagma roseanum
Ariocarpus agavoides
Ariocarpus kotschoubeyanus
Ariocarpus retusus
Ariocarpus scaphirostris
Astrophytum capricorne
Astrophytum caput-medusae
Astrophytum myriostigma
Astrophytum ornatum
Aztekium hintonii
Aztekium ritteri
Aztekium valdezii
Backebergia militaris
Cephalocereus apicicephalium
Cephalocereus columna-trajanii
Cephalocereus euphorbioides
Cephalocereus fulviceps
Cephalocereus macrocephalus
Cephalocereus mezcalaensis
Cephalocereus multiareolatus
Cephalocereus nizandensis
Cephalocereus nudus
Cephalocereus parvispinus
Cephalocereus polylophus
Cephalocereus sanchezmejoradae
Cephalocereus scoparius
Cephalocereus senilis
Cephalocereus tetetzo
Cephalocereus totolapensis
Cochemiea halei
Cochemiea pondii
Cochemiea poselgeri
Cochemiea thomasii
Corynopuntia bulbispina
Corynopuntia invicta
Corynopuntia moelleri
Corynopuntia reflexispina
Corynopuntia vilis
Coryphantha compacta
Coryphantha delaetiana
Coryphantha delicata
Coryphantha difficilis
Coryphantha durangensis
Coryphantha echinoidea
Coryphantha elephantidens
Coryphantha erecta
Coryphantha georgii
Coryphantha glanduligera
Coryphantha glassii
Coryphantha gracilis
Coryphantha guerkeana
Coryphantha hintoniorum
Coryphantha jalpanensis
Coryphantha kracikii
Coryphantha longicornis
Coryphantha maiz-tablasensis
Coryphantha neglecta
Coryphantha octacantha
Coryphantha ottonis
Coryphantha pallida
Coryphantha poselgeriana
Coryphantha potosiana
Coryphantha pseudoechinus
Coryphantha pseudonickelsiae
Coryphantha pulleineana
Coryphantha pycnacantha
Coryphantha reduncispina
Coryphantha retusa
Coryphantha salinensis
Coryphantha tripugionacantha
Coryphantha unicornis
Coryphantha vaupeliana
Coryphantha vogtherriana
Coryphantha werdermannii
Coryphantha wohlschlageri
Cumarinia odorata
Cylindropuntia alcahes
Cylindropuntia anteojoensis
Cylindropuntia calmalliana
Cylindropuntia cedrosensis
Cylindropuntia cholla
Cylindropuntia libertadensis
Cylindropuntia lindsayi
Cylindropuntia molesta
Cylindropuntia sanfelipensis
Cylindropuntia santamaria
Cylindropuntia tesajo
Cylindropuntia waltoniorum
Deamia chontalensis
Disocactus ackermannii
Disocactus flagelliformis
Disocactus macdougallii
Disocactus macranthus
Disocactus martianus
Disocactus phyllanthoides
Echinocactus grusonii
Echinocactus parryi
Echinocactus platyacanthus
Echinocereus adustus
Echinocereus barthelowanus
Echinocereus brandegeei
Echinocereus carmenensis
Echinocereus ferreirianus
Echinocereus grandis
Echinocereus klapperi
Echinocereus knippelianus
Echinocereus laui
Echinocereus leucanthus
Echinocereus lindsayi
Echinocereus longisetus
Echinocereus mapimiensis
Echinocereus maritimus
Echinocereus nivosus
Echinocereus ortegae
Echinocereus palmeri
Echinocereus pamanesiorum
Echinocereus parkeri
Echinocereus pensilis
Echinocereus primolanatus
Echinocereus pulchellus
Echinocereus rayonesensis
Echinocereus scopulorum
Echinocereus scheeri
Echinocereus schereri
Echinocereus schmollii
Echinocereus spinigemmatus
Echinocereus stoloniferus
Echinocereus subinermis
Echinocereus topiensis
Echinocereus websterianus
Echinomastus erectocentrus
Echinomastus gautii
Epiphyllum anguliger
Epiphyllum caudatum
Epiphyllum laui
Epithelantha cryptica
Epithelantha greggii
Epithelantha ilariae
Epithelantha pachyrhiza
Epithelantha polycephala
Epithelantha potosina
Epithelantha pulchra
Epithelantha spinosior
Escobaria chihuahuensis
Escobaria henricksonii
Escobaria laredoi
Escobaria lloydii
Escobaria zilziana
Escontria chiotilla
Ferocactus alamosanus
Ferocactus chrysacanthus
Ferocactus diguetii
Ferocactus echidne
Ferocactus flavovirens
Ferocactus glaucescens
Ferocactus gracilis
Ferocactus histrix
Ferocactus johnstonianus
Ferocactus latispinus
Ferocactus lindsayi
Ferocactus macrodiscus
Ferocactus peninsulae
Ferocactus pilosus
Ferocactus pottsii
Ferocactus recurvus
Ferocactus reppenhagenii
Ferocactus robustus
Ferocactus schwarzii
Ferocactus townsendianus
Geohintonia mexicana
Glandulicactus crassihamathus
Grusonia bradtiana
Grusonia marenae
Hylocereus purpusii
Kadenicarpus horripilus
Kadenicarpus pseudomacrochele
Lemaireocereus hollianus
Leuchtenbergia principis
Lophocereus gatesii
Lophocereus marginatus
Lophophora diffusa
Mammillaria albicans
Mammillaria albicoma
Mammillaria albiflora
Mammillaria amajacensis
Mammillaria anniana
Mammillaria armillata
Mammillaria aureilanata
Mammillaria backebergiana
Mammillaria baumii
Mammillaria beneckei
Mammillaria berkiana
Mammillaria blossfeldiana
Mammillaria bocasana
Mammillaria bocensis
Mammillaria boelderliana
Mammillaria bombycina
Mammillaria boolii
Mammillaria breviplumosa
Mammillaria capensis
Mammillaria carmenae
Mammillaria carnea
Mammillaria carretii
Mammillaria cerralboa
Mammillaria cielensis
Mammillaria coahuilensis
Mammillaria compressa
Mammillaria crinita
Mammillaria crucigera
Mammillaria chionocephala
Mammillaria decipiens
Mammillaria deherdtiana
Mammillaria densispina
Mammillaria discolor
Mammillaria dixanthocentron
